회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
포커스에이치엔에스,331380,영상 및 음향기기 제조업,영상저장장치 및 카메라,2019-10-02,12월,"김대중, 박철웅 (각자 대표이사)",http://www.focushns.com,경기도,호계동 1027-6,경기안양시동안구엘에스로 91번길 16-17,59458221600,36457004260,109,NA,요약재무,NA,180,162703,2021,안양시,경기도 동안구 호계1동,경기도 안양시 동안구 호계동 1027-6 휴비츠,경기도 안양시 동안구 호계1동 엘에스로91번길  16-17 휴비츠,14119,126.9492053,37.37041261,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업,26519
올리패스,244460,기초 의약물질 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발,2019-09-20,12월,정신,http://www.olipass.com,경기도,중동 1033,경기 용인시 기흥구 동백중앙로16번길 16-4 에이스동백 타워 1동 20층,5289606360,13609598490,74,NA,재무상태표,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한울반도체,320000,특수 목적용 기계 제조업,비전검사장비,2019-09-18,12월,지선필,http://www.wintec.co.kr,경기도,고잔동 684 남동공단 114블록 1롯트 A-1,인천 남동구 승기천로 74 협동단지,15967468488,38889373418,64,NA,요약재무,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아퓨어스,149300,자연과학 및 공학 연구개발업,"실험동물, 연구용피부 및 연구용세포, 연구용역",2019-09-03,12월,최선덕,http://www.apures.com,경기도,어연리 884-1,경기평택시청북읍한산길 44,15624916211,658916231,30,NA,요약재무,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
마니커에프앤지,195500,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,최장호,http://www.manikerfng.com,경기도,화산리 637-1,경기용인시처인구이동읍백옥대로 144번길 36-2,1.01218E+11,1.06108E+11,160,NA,요약재무,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
솔트웨어,328380,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",enView,2019-08-20,12월,이정근,http://saltware.co.kr,경기도,갈현동 748,"경기 과천시 과천대로12길 117 지동 701호(갈현동, 과천펜타원)",49341000000,36453000000,126,NA,요약재무,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
나노브릭,286750,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",2019-08-19,12월,주재현,http://www.nanobrick.co.kr,경기도,모곡동 449-8,경기 평택시 산단로52번길 68,6459077000,28767400000,50,NA,요약재무,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
레이,228670,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도,삼평동 672,경기성남시분당구판교역로 221,1.10798E+11,2.29473E+11,217,NA,별도재무,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엑스페릭스,317770,전자부품 제조업,"지문인식 등록, 인증 기기 및 솔루션",2019-08-01,12월,윤상철,http://www.xperix.com,경기도,상대원동 223-25,경기 성남시 중원구 사기막골로62번길 37 1207호,11622239098,58701236023,57,NA,별도재무,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
세경하이테크,148150,전자부품 제조업,DECO Film 및 기타 TAPE 제조,2019-07-30,12월,이기승,http://www.sghitech.co.kr/,경기도,고색동 1022,경기수원시권선구산업로 155번길 128,52169423545,2.32797E+11,185,NA,요약재무,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
캐리,313760,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",태양광 인버터 등,2019-07-25,12월,염현복,http://www.willings.co.kr,경기도,모현읍 초부리 412,경기 용인시 처인구 초부로54번길 7-3 (주)윌링스,16989000000,26320000000,77,NA,요약재무,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대모,317850,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",2019-07-24,12월,이원해,http://www.daemo.co.kr,경기도,정왕동 2611-2,경기 시흥시 엠티브이26로58번길 56,42940194000,61494782000,104,NA,요약재무,NA,191,395218,2021,시흥시,경기도 시흥시 정왕2동,경기도 시흥시 정왕동 2611-2 시화공단,경기도 시흥시 정왕2동 엠티브이26로58번길  56- 시화공단,15118,126.7083472,37.32050703,I,숙박 및 음식점업(55~56),음식점 및 주점업,음식점업,기관 구내식당업,기관 구내식당업,56130
펨토바이오메드,327610,의료용 기기 제조업,CellShot 플랫폼 / CellShot 기반 항암백신치료 제품군 / CellShot 기반 자가면역질환치료 제품군 / CellShot 기반 바이오의약품 생산세포주 제품군,2019-07-10,12월,"이상현, 최주현(각자대표)",http://www.femtobiomed.com,경기도,야탑동 151,경기 성남시 분당구 판교로 700 D동 510호,333954255,3287193464,12,NA,요약재무,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
태성,323280,특수 목적용 기계 제조업,PCB 자동화 설비,2019-06-24,12월,김종학,http://www.taesung2000.com,경기도,원시동 824-5,경기도 안산시 단원구 해안로 228,31105533055,55999087825,116,NA,별도재무,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
압타바이오,293780,자연과학 및 공학 연구개발업,"용역매출, 유전자전달체, 압타머연구용시약",2019-06-12,12월,이수진,http://www.aptabio.com,경기도,영덕동 1005,경기 용인시 기흥구 흥덕1로 13 타워동 504호,323868818,"92,527,356,166?",30,NA,별도재무,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
마이크로디지탈,305090,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도,삼평동 625,경기성남시분당구판교로 228번길 15 WINS동 7층,10839854618,29966151864,67,NA,재무상태표,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
프로이천,321260,반도체 제조업,합병,2019-05-31,12월,임이빈,NA,경기도,당정동 1045 군포아이티밸리,경기 군포시 고산로148번길 17 군포IT밸리 411호,32886059602,41835178834,117,NA,별도재무,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피에스케이,319660,특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",2019-05-10,12월,이경일,http://www.pskinc.com,경기도,석우동 2-12,경기 화성시 삼성1로4길 48,"311,129,341,256?",4.61263E+11,332,NA,별도재무,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이노벡스,279060,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2차전지활성화공정장비, TAS(지하철터널내영상광고장치), WING TV(회전식 LED바를 이용한 영상광고장치)",2019-04-12,12월,채균,http://www.innovex.co.kr,경기도,영통동 999-2,경기 수원시 영통구 청명남로 3 영통전화국 3층,9647442002,8755151617,57,NA,요약재무,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아모그린텍,125210,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서,2019-03-29,12월,"양성철, 김병규(각자대표)",http://amogreentech.co.kr,경기도,수참리 185-1,경기김포시통진읍김포대로 1950번길 91,1.476E+11,1.72348E+11,345,NA,연결재무,NA,199,1368238,2021,김포시,경기도 김포시 통진읍,경기도 김포시 통진읍 수참리 185-1 1,경기도 김포시 통진읍 김포대로1950번길  91    1 ,10014,126.6299828,37.6816192,M,"전문, 과학 및 기술 서비스업(70~73)",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부,71511
미래에셋벤처투자,100790,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,2019-03-15,12월,김응석,http://venture.miraeasset.co.kr,경기도,삼평동 685,경기 성남시 분당구 판교역로241번길 20 미래에셋벤처타워빌딩 지하1층,"? 51,737,518,663",3.49395E+11,33,NA,별도재무,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림텍,192650,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도,삼평동 682,경기성남시분당구대왕판교로 670 A동 10층,4.81123E+11,2.69682E+11,473,NA,별도재무,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림텍,192650,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도,신휴리 765,충남아산시음봉면아산밸리로 388번길 161,4.81123E+11,2.69682E+11,473,NA,별도재무,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림텍,192650,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도,상대원동 190-1,"경기성남시중원구사기막골로 124, 709호",4.81123E+11,2.69682E+11,473,NA,별도재무,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엘에이티,311060,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등",2018-12-28,12월,박강일,http://www.latplasma.com,경기도,고색동 987-1,경기 수원시 권선구 서부로 1433-100 수원산업2단지,9327995000,33261152000,62,NA,요약재무,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
국전약품,307750,의약품 제조업,기업 인수 및 합병,2018-12-19,12월,홍종호,NA,경기도,관양동 810,경기안양시동안구학의로 282 금강펜테리움IT빌딩 B동 1516호,1.21443E+11,2.22821E+11,162,NA,별도재무,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이비엘바이오,298380,기초 의약물질 제조업,항체의약품 연구개발,2018-12-19,12월,이상훈,http://www.ablbio.com,경기도,삼평동 696,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층",33616000000,1.62863E+11,174,NA,별도재무,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이비엘바이오,298380,기초 의약물질 제조업,항체의약품 연구개발,2018-12-19,12월,이상훈,http://www.ablbio.com,경기도,삼성동 114-15,서울 강남구 봉은사로 456 삼성동 114-15,33616000000,1.62863E+11,174,NA,별도재무,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이노메트리,302430,특수 목적용 기계 제조업,엑스레이검사 장비,2018-12-12,12월,이갑수,http://www.innometry.com,경기도,음양리 945,경기 화성시 정남면 정남산단1길 40,83783909848,86514965109,207,NA,연결재무,NA,208,931248,2021,화성시,경기도 화성시 정남면,경기도 화성시 정남면 음양리 945,경기도 화성시 정남면 정남산단1길  40- ,18514,127.0287316,37.14315385,C,제조업(10~34),"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업",27213
엠아이텍,179290,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,곽재오,http://www.mitech.co.kr,경기도,하북리 241-3,경기평택시진위면하북2길?174,86514965109,83783909848,207,NA,연결재무,NA,209,788242,2021,평택시,경기도 평택시 진위면,경기도 평택시 진위면 하북리 241-3,경기도 평택시 진위면 하북2길  174- ,17706,127.0565453,37.10238191,C,제조업(10~34),"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업,27199
티로보틱스,117730,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇",2018-11-29,12월,안승욱,http://www.t-robotics.net/,경기도,지곶동 560,경기오산시가장산업서북로 103-37,64123233003,1.29964E+11,131,NA,별도재무,NA,210,39544,2021,오산시,경기도 오산시 세마동,경기도 오산시 지곶동 560 (주)티로보틱스,경기도 오산시 세마동 가장산업서북로  103-37 (주)티로보틱스,18102,127.0274494,37.17186768,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,산업용 로봇 제조업,산업용 로봇 제조업,29280
네오펙트,290660,의료용 기기 제조업,라파엘스마트글러브 외,2018-11-28,12월,반호영,http://www.neofect.com,경기도,시흥동 293,경기 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호,26613904786,71708758674,50,NA,연결재무,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
티앤알바이오팹,246710,기초 의약물질 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제",2018-11-28,12월,윤원수,http://www.tnrbiofab.com,경기도,정왕동 1371-13,경기시흥시정왕동마유로 96,5199194463,99816061523,97,NA,요약재무,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
디알젬,263690,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",2018-11-22,12월,박정병,http://www.drgem.co.kr,경기도,성곡동 606-7,경기안산시단원구별망로 345?,1.10537E+11,1.28666E+11,256,NA,요약재무,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
디케이앤디,263020,플라스틱제품 제조업,합성피혁 및 부직포,2018-11-20,12월,최민석,http://www.dknd.co.kr,경기도,성곡동 606-7,경기 안산시 단원구 별망로 345,34185387868,54234592086,77,NA,별도재무,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대보마그네틱,290670,기타 전기장비 제조업,"전자석탈철기, 자력선별기",2018-11-06,12월,이준각,http://www.daebo.com,경기도,노하리 621-22,경기 화성시 팔탄면 현대기아로 25-13,40000000000,97430000000,107,NA,별도재무,NA,215,288706,2021,화성시,경기도 화성시 팔탄면,경기도 화성시 팔탄면 노하리 621-22,경기도 화성시 팔탄면 현대기아로  25-13 ,18576,126.8469635,37.15736325,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,광물 처리 및 취급장비 제조업,29242
노바텍,285490,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,12월,오춘택,http://www.mynovatech.com,경기도,영덕동 1029,경기용인시기흥구흥덕중앙로 120 U-TOWER 11층,10939000000,94372000000,49,NA,별도재무,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엘앤씨바이오,290650,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,12월,이환철,http://www.lncbio.co.kr,경기도,상대원동 513-15,경기성남시중원구둔촌대로 474 선텍시티,56132000000,2.23751E+11,123,NA,별도재무,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
네온테크,306620,특수 목적용 기계 제조업,기업인수합병,2018-10-31,12월,황성일,NA,경기도,관양동 1745-3,경기안양시동안구부림로 146,29333531471,87424267232,124,NA,별도재무,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스퓨얼셀,288620,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지",2018-10-15,12월,홍성민 (단독대표이사),http://www.s-fuelcell.com/,경기도,삼평동 685,경기성남시분당구판교역로241번길 20,32129888491,1.44598E+11,64,NA,별도재무,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
하나제약,293480,의약품 제조업,완제의약품,2018-10-02,12월,최태홍,http://www.hanaph.co.kr,경기도,삼성동 141-31,서울강남구테헤란로 407 EK-Tower 10층,2.24457E+11,3.48386E+11,707,NA,요약재무,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국비티비,219750,의료용 기기 제조업,의료기기 및 미용기기,2018-09-21,12월,최완규,http://www.gtgwellness.co.kr,경기도,동원동 60-4,경기성남시분당구동원로 7,2698330828,37531815221,29,NA,연결재무,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지니틱스,303030,반도체 제조업,반도체 IC,2018-08-30,12월,권석만,http://www.zinitix.com,경기도,영덕동 1005,"경기용인시기흥구흥덕1로 13, 19층","33,068,422,790?","28,537,580,689?",81,NA,연결재무,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
액트로,290740,전자부품 제조업,모바일용 액츄에이터 및 조립자동화 설비,2018-08-28,12월,하동길,http://www.actro.co.kr,경기도,영덕동 1005,경기용인시기흥구흥덕1로 13 타워동 3502~4호,34281000000,71444000000,55,NA,별도재무,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
브이엠,89970,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,12월,"최우형, 임종필 (각자 대표이사)",http://www.vmsemi.com,경기도,이치리 352-1,경기이천시마장면서이천로 58-47,26009000000,1.51865E+11,63,NA,별도재무,NA,224,167023,2021,이천시,경기도 이천시 마장면,경기도 이천시 마장면 이치리 352-1,경기도 이천시 마장면 서이천로  58-47 ,17385,127.3660275,37.24500026,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,29271
디아이티,110990,특수 목적용 기계 제조업,평판디스플레이 검사장비,2018-08-07,12월,박종철,http://www.okdit.co.kr,경기도,내리 43-2,경기화성시정남면?가장로 355-50,1.07052E+11,2.11736E+11,199,NA,별도재무,NA,225,131293,2021,화성시,경기도 화성시 정남면,경기도 화성시 정남면 내리 43-2,경기도 화성시 정남면 가장로  355-50 ,18513,127.0181129,37.16452867,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업,29272
알로이스,297570,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스,2018-07-20,12월,권충식,http://www.aloys.co.kr,경기도,여수동 192,"경기성남시중원구양현로 405번길 4-5, 6층",26583526247,58426154230,38,NA,요약재무,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
올릭스,226950,자연과학 및 공학 연구개발업,siRNA 신약 개발,2018-07-18,12월,이동기,http://www.olixpharma.com,경기도,이의동 1248-3,"경기수원시영통구대학4로 17, 에이스광교타워1 1014호올릭스주식회사",16434778163,1.00901E+11,74,NA,별도재무,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
